expName,curec_ID,trial_schedule,session_nr,date,start_time,end_time,duration,participant,age,gender,max_strength,block_number,trial_count,block_action_type,block_global_effort_state,block_attention_focus,trial_rating,trial_effort,trial_outcome_level,trial_actual_outcome,response,response_time,result,points,cumulative_points,effort_trace,effort_expended,effort_response_time,final_bonus_payment
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,1,avoid,shifted,reward,None,80,-40,-40,accept,2.4294686999637634,success,0,0,"[9.639610033957718, 9.136187459650449, 8.76328184905247, 8.76328184905247, 8.446312080044189, 7.961534786266819, 7.77508198096783, 7.77508198096783, 7.681855578318336, 7.476757492489448, 7.290304687190459, 7.290304687190459, 7.066561320831672, 6.656365149173897, 6.1715878553965275, 6.1715878553965275, 5.649520000559359, 5.612229439499561, 5.668165281089258, 5.668165281089258, 5.649520000559359, 5.817327525328448, 5.817327525328448, 6.451267063345011, 6.749591551823392, 7.43946693142965, 8.464957360574088, 8.464957360574088, 11.019360793170234, 15.38235643716657, 18.309665480360692, 18.309665480360692, 24.537189177346917, 32.274980597254945, 39.43476832073611, 47.28443142382354, 47.28443142382354, 57.66985267897722, 68.12985505625048, 74.11499010634802, 79.33566865471971, 79.33566865471971, 82.8036908332809, 86.58868278085036, 91.54832740180346, 94.79260621400587, 94.79260621400587, 95.03499486089456, 94.1773119565192, 94.06544027333982, 94.15866667598931, 94.15866667598931, 93.58066297956245, 93.31962905214385, 95.40790047149254, 95.40790047149254, 96.45203618116686, 95.7994513626204, 95.87403248474, 97.4029454881917, 97.4029454881917, 98.87592265005372, 98.63353400316504, 98.81998680846402, 98.81998680846402, 99.84547723760846, 100.55399789774462, 99.71496027389917, 99.2488282606517, 99.2488282606517, 99.192892419062, 99.43528106595069, 97.94365862355878, 97.94365862355878, 96.35880977851737, 96.20964753427819, 95.63164383785133, 94.2705383591687, 94.2705383591687, 94.2705383591687, 94.401055322878, 94.02814971228001, 94.02814971228001, 93.78576106539133, 94.10273083439961, 93.76711578486143, 93.76711578486143, 92.42465558670871, 92.5178819893582, 92.7043347946572, 92.7043347946572, 92.12633109823032, 91.62290852392306, 91.79071604869215, 91.79071604869215, 92.03310469558083, 91.23135763279518, 89.79567103199298, 90.24315776471055, 90.24315776471055, 90.67199921689821, 89.3108937382156, 88.37862971172066, 88.37862971172066, 89.70244462934347]",94.43233127731524,1.7731894000899047,None
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,2,avoid,shifted,reward,None,90,-80,-81,accept,1.678658700082451,success,0,0,"[7.6072744561987395, 7.532693334079145, 7.476757492489448, 7.402176370369852, 7.327595248250257, 7.271659406660561, 7.2157235650708635, 7.159787723481167, 6.898753796062583, 6.76823683235329, 6.712300990763594, 6.656365149173897, 6.712300990763594, 6.712300990763594, 6.6936557102336955, 6.78688211288319, 7.178433004011066, 7.681855578318336, 7.681855578318336, 8.2785045552751, 9.471802509188628, 10.254904291444381, 11.336330562178516, 13.797507592125166, 13.797507592125166, 14.729771618620111, 15.289130034517076, 15.38235643716657, 15.717971486704748, 16.650235513199693, 16.650235513199693, 17.340110892805953, 17.768952344993625, 18.86902389625766, 20.286065216529973, 22.392981916408548, 24.12699300568914, 24.12699300568914, 25.842358814439837, 26.998366207293568, 28.806958418693757, 31.58510521764869, 31.58510521764869, 34.51241426084281, 37.066817693438956, 40.62806627464964, 44.7486732717573, 46.93017109375546, 48.73876330515565, 48.73876330515565, 52.971241985442695, 57.856305484276206, 59.73947881779599, 63.71092357066445, 70.46051512248785, 73.51834112939125, 74.2268617895274, 74.2268617895274, 73.42511472674175, 75.28964277973165, 79.00005360518152, 80.9578080608209, 81.12561558559, 81.2374872687694, 81.2374872687694, 81.2374872687694, 81.66632872095705, 82.95285307752009, 87.18533175780713, 95.03499486089456, 102.19478258437573, 107.22900832744841, 102.77278628080259, 101.89645809589733, 102.02697505960663, 102.02697505960663, 104.0593106373656, 106.80016687526074, 106.76287631420094, 106.83745743632053, 105.8679028487658, 102.4931070728541, 100.44212621456523, 100.8896129472828, 101.22522799682099, 101.22522799682099, 102.08291090119633, 103.10840133034075, 102.36259010914482, 102.25071842596543, 103.48130694093874, 103.22027301352017, 103.23891829405005, 104.52544265061307, 107.65784977963608, 107.65784977963608, 108.04940067076396, 105.51364251869772, 104.45086152849348, 105.68145004346681, 105.68145004346681, 106.07300093459469, 104.56273321167289, 103.74234086835732, 103.74234086835732, 103.36943525775935, 103.01517492769128, 103.01517492769128, 103.35078997722944, 103.03382020822116, 103.01517492769128, 107.04255552214943, 107.04255552214943, 104.69325017538218, 103.01517492769128, 103.10840133034075, 102.99652964716137, 102.13884674278601, 102.325299548085, 102.5863334755036, 101.74729585165814, 100.7218054225137, 101.91510337642724]",103.61113333870246,2.319454199867323,None
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,3,avoid,shifted,reward,None,95,-40,-36,accept,1.794058000203222,success,0,0,"[2.181497821998168, 2.2374336635878644, 2.2374336635878644, 2.2187883830579658, 2.2187883830579658, 2.181497821998168, 2.181497821998168, 2.2374336635878644, 2.1628525414682693, 2.1628525414682693, 2.1628525414682693, 2.1628525414682693, 2.1628525414682693, 2.2001431025280667, 2.2187883830579658, 2.2187883830579658, 2.330660066237359, 2.2933695051775613, 2.2933695051775613, 2.2933695051775613, 2.3120147857074604, 2.2747242246476627, 2.4238864688868533, 2.4238864688868533, 2.5544034325961458, 2.7035656768353364, 2.8154373600147298, 2.8154373600147298, 3.1510524095529098, 3.6731202643900778, 3.840927789159168, 4.381640924526235, 4.381640924526235, 4.493512607705628, 4.568093729825224, 4.512157888235527, 4.512157888235527, 4.661320132474718, 5.537648317379965, 6.5631387465244035, 6.5631387465244035, 7.383531089839954, 8.539538482693684, 10.254904291444381, 10.254904291444381, 13.592409506296278, 17.004495843267772, 18.253729638770995, 20.86406891295684, 20.86406891295684, 22.896404490715817, 29.030701785052543, 34.06492752812524, 37.812628914634914, 37.812628914634914, 45.046997760235676, 49.5405103679413, 56.569781127713185, 56.569781127713185, 59.23605624348872, 64.97880264669757, 70.44186984195794, 72.7911751887252, 72.7911751887252, 71.33684330739308, 69.82657558447127, 71.0571640994446, 71.0571640994446, 73.38782416568196, 75.81171063456881, 76.22190680622658, 77.6389481264989, 77.6389481264989, 79.91367235114657, 80.36115908386414, 79.54076674054859, 79.54076674054859, 82.61723802798191, 89.46005598245479, 93.20775736896447, 96.22829281480809, 96.22829281480809, 96.67577954752565, 97.12326628024323, 97.4029454881917, 97.4029454881917, 97.21649268289272, 99.99463948184766, 101.22522799682099, 102.6795598781531, 102.6795598781531, 103.14569189140057, 103.36943525775935, 102.88465796398198, 102.88465796398198, 100.9641940694024, 99.80818667654866, 101.50490720476945, 103.55588806305833, 103.55588806305833, 107.5086875353969, 106.65100463102155, 106.87474799738035, 106.87474799738035, 107.97481954864436, 106.68829519208134, 105.56957836028742, 105.56957836028742, 107.11713664426902, 108.81385717248982, 111.34961532455607, 111.34961532455607, 113.34466034125525, 114.63118469781828, 114.70576581993785, 111.62929453250455, 111.62929453250455, 109.33592502732698, 109.44779671050637, 110.79025690865909, 108.96301941672901, 108.96301941672901, 109.57831367421566, 110.9767097139581, 111.08858139713749, 111.08858139713749, 108.21720819553306, 107.6392044991062, 109.72747591845487, 109.46644199103628, 109.46644199103628, 108.10533651235366, 109.3732155883868, 108.06804595129387, 108.06804595129387, 107.1357819247989, 108.90708357513932, 109.70883063792496, 106.59506878943186, 106.59506878943186, 105.42041611604822, 108.60875908666094, 109.2986344662672, 109.2986344662672]",106.8133102697326,2.395442800130695,None
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,4,avoid,shifted,reward,None,95,-20,-16,accept,3.1836741000879556,success,0,0,"[1.6407846866311009, 1.6221394061012018, 1.6967205282207976, 1.6780752476908984, 1.6780752476908984, 1.7153658087506962, 1.7713016503403929, 1.6967205282207976, 1.6967205282207976, 1.6780752476908984, 1.6967205282207976, 1.6221394061012018, 1.6221394061012018, 1.6407846866311009, 1.6407846866311009, 1.6780752476908984, 1.6967205282207976, 1.6967205282207976, 2.5357581520662467, 3.486667459091089, 3.486667459091089, 6.1715878553965275, 9.248059142829842, 16.146812938892424, 19.98774072805159, 19.98774072805159, 27.296690695771947, 36.69391208284098, 36.69391208284098, 42.436658486049836, 48.99979723257424, 55.43241901538934, 58.75127894971135, 58.75127894971135, 66.39584396696988, 70.16219063400946, 73.07085439667368, 73.07085439667368, 75.960872878808, 75.92358231774821, 78.62714799458355, 78.62714799458355, 80.54761188916314, 81.25613254929928, 81.21884198823949, 82.99014363857988, 82.99014363857988, 86.73784502508956, 90.16857664259095, 89.4787012629847, 89.4787012629847, 90.50419169212913, 94.1773119565192, 99.73360555442908, 101.038775191522, 101.038775191522, 100.7963865446333, 101.11335631364157, 101.11335631364157, 102.82872212239229, 102.15749202331592, 100.40483565350542, 99.71496027389917, 99.71496027389917, 100.12515644555695, 99.80818667654866, 99.37934522436099, 99.37934522436099, 100.12515644555695, 100.49806205615492, 99.65902443230948, 99.65902443230948, 98.91321321111351, 99.73360555442908, 100.12515644555695, 100.75909598357352, 100.75909598357352, 105.92383869035548, 107.5273328159268, 108.49688740348154, 108.49688740348154, 110.62244938389001, 111.74116621568395, 112.4123963147603, 112.4123963147603, 112.4496868758201, 114.3515054898698, 114.94815446682655, 114.94815446682655, 115.26512423583483, 113.97859987927181, 113.71756595185323, 114.27692436775018, 114.27692436775018, 113.28872449966556, 111.1072266776674, 111.21909836084679, 111.21909836084679, 112.31916991211082, 110.26818905382194, 107.24765360797832, 106.59506878943186, 106.59506878943186, 109.35457030785689, 107.30358944956802, 104.93563882227086, 104.93563882227086, 107.91888370705468, 108.8697930140795, 106.78152159473085, 106.78152159473085, 107.06120080267934, 108.12398179288355, 107.45275169380722, 107.45275169380722]",106.31057789618534,1.911694800015539,None
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,5,avoid,shifted,reward,0.596,85,-40,-41,accept,1.2862070999108255,success,0,0,"[1.5662035645115053, 1.5475582839816064, 1.5475582839816064, 1.5662035645115053, 1.5662035645115053, 1.5289130034517076, 1.603494125571303, 1.584848845041404, 1.584848845041404, 1.584848845041404, 1.603494125571303, 1.603494125571303, 1.603494125571303, 1.6407846866311009, 2.4238864688868533, 5.966489769567639, 5.966489769567639, 9.43451194812883, 16.985850562737873, 22.48620831905804, 22.48620831905804, 30.671486471683647, 37.53294970668643, 42.436658486049836, 42.436658486049836, 47.24714086276374, 54.388283305715014, 57.27830178784934, 57.27830178784934, 59.347927926668106, 63.20750099635718, 69.64012277917229, 69.64012277917229, 70.19948119506925, 70.23677175612906, 72.36233373653752, 72.36233373653752, 73.68614865416035, 74.3200881921769, 74.5624768390656, 75.90493703721832, 75.90493703721832, 78.31017822557527, 79.89502707061666, 80.67812885287242, 80.67812885287242, 81.2374872687694, 82.7104644306314, 86.43952053661117, 86.43952053661117, 89.57192766563419, 90.8398067416673, 92.10768581770043, 93.31962905214385, 93.31962905214385, 95.50112687414203, 96.32151921745758, 96.20964753427819, 96.20964753427819, 96.86223235282463, 95.70622495997091, 96.37745505904726, 96.37745505904726, 97.04868515812363, 96.06048529003898, 92.83485175836648, 92.18226693982002, 92.18226693982002, 93.72982522380163, 92.81620647783659, 92.81620647783659, 91.1008406690859, 92.05174997611073, 91.43645571862407, 87.24126759939682, 87.24126759939682, 86.51410165873077, 86.64461862244006, 85.8801621207142, 89.18037677450631, 89.18037677450631, 94.12137611492952, 95.48248159361212, 95.07228542195435, 95.07228542195435, 99.56579802965997, 99.64037915177958, 96.67577954752565, 96.67577954752565, 98.61488872263514, 102.25071842596543, 104.63731433379246, 104.63731433379246, 104.52544265061307, 104.67460489485228, 105.10344634703995, 105.10344634703995, 103.72369558782744, 102.5490429144438, 102.17613730384582, 102.97788436663147, 102.97788436663147, 102.99652964716137, 102.23207314543552, 103.05246548875107, 103.05246548875107, 103.63046918517793, 102.34394482861491, 101.67271472953855, 101.67271472953855, 102.26936370649531, 102.4931070728541, 101.74729585165814, 101.74729585165814, 102.12020146225613, 102.88465796398198, 101.39303552159006, 101.39303552159006, 100.90825822781271, 102.02697505960663, 102.82872212239229, 100.8150318251632, 100.8150318251632, 100.10651116502704, 101.98968449854684, 102.43717123126441, 102.43717123126441, 100.8150318251632, 100.10651116502704, 100.38619037297553, 100.64722430039413, 100.64722430039413, 99.86412251813836, 100.852322386223, 101.72865057112826, 101.80323169324785, 101.80323169324785, 101.13200159417148, 101.87781281536743, 102.12020146225613, 102.12020146225613]",100.99336491152174,2.3384697001893073,None
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,6,avoid,shifted,reward,None,60,-20,-22,accept,1.5258301000576466,success,0,0,"[7.010625479241976, 7.010625479241976, 6.898753796062583, 6.898753796062583, 6.824172673942987, 6.805527393413088, 6.76823683235329, 6.76823683235329, 6.656365149173897, 6.600429307584201, 6.600429307584201, 6.600429307584201, 6.581784027054302, 6.5444934659945035, 6.581784027054302, 6.581784027054302, 6.6190745881141, 6.656365149173897, 6.656365149173897, 6.656365149173897, 6.675010429703796, 6.600429307584201, 6.637719868643998, 6.637719868643998, 6.656365149173897, 6.730946271293494, 7.029270759771874, 7.029270759771874, 7.234368845600763, 7.420821650899752, 7.663210297788437, 7.663210297788437, 7.9988253473266155, 8.707346007462775, 9.471802509188628, 9.788772278196909, 9.788772278196909, 10.124387327735088, 10.982070232110436, 12.39911155238275, 15.084031948688187, 15.084031948688187, 17.15365808750696, 19.036831421026747, 21.908204622631175, 21.908204622631175, 26.3830719498069, 32.57330508573333, 37.83127419516481, 42.56717544975913, 42.56717544975913, 47.079333337994655, 53.008532546502494, 59.42250904878771, 59.42250904878771, 68.85702099691655, 70.62832264725692, 74.24550707005731, 74.24550707005731, 77.75081980967829, 80.10012515644556, 80.51032132810333, 80.80864581658172, 80.80864581658172, 82.8036908332809, 83.82918126242534, 83.82918126242534, 82.5799474669221, 83.79189070136553, 84.23937743408311, 82.03923433155505, 82.03923433155505, 81.25613254929928, 82.82233611381079, 82.82233611381079, 84.23937743408311, 82.8409813943407, 84.5377019225615, 84.5377019225615, 85.8801621207142, 84.79873584998008, 82.87827195540048, 82.87827195540048, 82.09517017314474, 80.64083829181263, 80.37980436439403, 80.93916278029101, 80.93916278029101, 80.06283459538575, 79.72721954584759, 78.62714799458355, 78.62714799458355, 78.04914429815668, 77.45249532119992, 76.76261994159366, 76.76261994159366, 76.72532938053386, 76.78126522212357, 76.72532938053386, 76.72532938053386, 76.37106905046578, 76.78126522212357, 78.49663103087425, 78.49663103087425, 78.03049901762678, 76.74397466106376, 76.78126522212357, 77.99320845656699, 77.99320845656699, 77.8999820539175, 76.63210297788436, 76.72532938053386, 76.72532938053386, 76.66939353894416, 75.86764647615851, 75.51338614609044]",79.41544600256077,1.9312561999540776,None
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,7,avoid,shifted,reward,None,80,-60,-59,accept,0.5400034000631422,success,0,0,"[2.5916939936559436, 2.5730487131260444, 2.5730487131260444, 2.5916939936559436, 2.5544034325961458, 2.5544034325961458, 2.628984554715741, 2.740856237895134, 2.740856237895134, 2.834082640544629, 2.8527279210745276, 2.8527279210745276, 2.8527279210745276, 2.8527279210745276, 3.039180726373516, 3.2815693732622018, 3.2815693732622018, 3.4680221785611907, 3.5426033006807858, 3.6731202643900778, 4.13925227763755, 4.13925227763755, 4.754546535124213, 5.6308747200294595, 6.1715878553965275, 6.1715878553965275, 7.476757492489448, 9.807417558726806, 13.629700067356076, 13.629700067356076, 17.32146561227605, 19.801287922752604, 25.077902312713984, 25.077902312713984, 30.14941861684648, 34.363252016603624, 37.290561059797746, 40.10599841981248, 40.10599841981248, 44.730027991227395, 49.31676700158252, 54.518800269424304, 54.518800269424304, 57.59527155685762, 60.54122588058164, 63.561761326425255, 67.64507776247311, 67.64507776247311, 70.32999815877855, 74.4692504364161, 77.13552555219164, 82.11381545367463, 82.11381545367463, 89.12444093291661, 93.22640264949436, 93.22640264949436, 91.99581413452104, 93.41285545479336, 96.43339090063698, 96.43339090063698, 94.73667037241617, 93.30098377161396, 92.4433008672386, 90.78387090007762, 86.12255076760289, 86.12255076760289, 84.55634720309139, 85.04112449686876, 85.04112449686876, 84.76144528892029, 82.95285307752009, 82.85962667487058, 83.90376238454492, 83.90376238454492, 84.444475519912, 84.2766679951429, 85.78693571806471, 85.78693571806471, 89.04985981079702, 89.94483327623216, 89.88889743464247, 90.9703237053766, 90.9703237053766, 94.08408555386971, 95.83674192368021, 94.99770429983475, 94.71802509188628, 94.71802509188628, 97.21649268289272, 96.34016449798747, 93.11453096631497, 92.5924631114778, 92.5924631114778, 93.76711578486143, 93.15182152737476, 91.60426324339316, 91.60426324339316, 91.51103684074367, 92.25684806193962, 92.03310469558083, 90.16857664259095, 90.16857664259095, 88.80747116390833, 88.84476172496812, 89.57192766563419, 89.3854748603352, 89.3854748603352, 89.4414107019249, 89.3668295798053, 89.59057294616409, 89.53463710457439, 89.53463710457439, 89.77702575146307, 90.31773888683013, 89.4787012629847, 89.4787012629847, 88.91934284708772, 91.26864819385499, 94.1959572370491, 94.1400213954594, 94.1400213954594, 92.9094328804861, 92.92807816101597, 92.5738178309479, 91.93987829293134, 91.93987829293134, 90.72793505848792, 89.73973519040327, 89.66515406828368, 89.66515406828368, 90.895742583257, 90.24315776471055, 89.68379934881358]",90.81138033036757,2.2211455998476595,None
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,8,avoid,shifted,reward,None,55,-20,-20,accept,0.3942984000314027,success,0,0,"[2.013690297229078, 2.013690297229078, 2.050980858288876, 2.013690297229078, 2.013690297229078, 1.9950450166991793, 1.9950450166991793, 1.9950450166991793, 1.9950450166991793, 1.9950450166991793, 2.050980858288876, 2.0882714193486738, 2.0882714193486738, 2.1255619804084716, 2.0882714193486738, 2.0882714193486738, 2.0882714193486738, 2.069626138818775, 2.069626138818775, 2.14420726093837, 2.14420726093837, 2.2001431025280667, 2.367950627297157, 2.927309043194123, 2.927309043194123, 4.28841452187674, 8.502247921633886, 14.487382971731424, 14.487382971731424, 20.192838813880478, 26.867849243584274, 33.80389360070666, 33.80389360070666, 40.47890403041045, 46.16571459202961, 51.1626497740425, 51.1626497740425, 55.861260467577026, 57.893596045336004, 58.95637703554023, 58.95637703554023, 60.37341835581255, 65.31441769623575, 66.78739485809776, 67.75694944565251, 67.75694944565251, 69.90115670659087, 72.7538846276654, 73.42511472674175, 73.42511472674175, 72.36233373653752, 72.7352393471355, 75.77442007350902, 77.07958971060194, 77.07958971060194, 76.25919736728639, 74.4506051558862, 73.10814495773347, 73.10814495773347, 72.77252990819531, 72.7911751887252, 72.13859037017873, 71.54194139322198, 71.54194139322198, 71.46736027110238, 71.70974891799106, 72.02671868699935, 72.21317149229833, 72.21317149229833, 72.15723565070864, 72.26910733388803, 72.26910733388803, 72.26910733388803, 72.6979487860757, 72.6793035055458, 72.25046205335813, 72.25046205335813, 72.04536396752924, 72.11994508964884, 72.17588093123854, 72.17588093123854, 72.10129980911894, 72.08265452858905, 72.7165940666056, 73.05220911614379, 73.05220911614379, 72.49285070024682, 71.80297532064056, 71.48600555163227, 71.50465083216217, 71.50465083216217, 71.0571640994446, 70.59103208619713, 70.36728871983836, 70.36728871983836, 69.60283221811248, 68.81973043585674, 68.83837571638664, 69.34179829069392, 69.34179829069392, 69.323153010164, 68.65192291108765, 68.57734178896806]",71.69721684419225,1.7068372999783605,None
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,9,avoid,shifted,reward,None,75,-20,-20,accept,0.455144900130108,success,0,0,"[1.864528052989887, 1.864528052989887, 1.864528052989887, 1.8272374919300898, 1.8458827724599884, 1.8272374919300898, 1.8272374919300898, 1.8085922114001907, 1.864528052989887, 1.9018186140496849, 1.9018186140496849, 1.9577544556393816, 2.0323355777589773, 2.069626138818775, 2.069626138818775, 3.393441056441595, 6.730946271293494, 12.585564357681738, 12.585564357681738, 17.54520897863484, 26.97972092676367, 36.04132726429452, 36.04132726429452, 44.45034878327891, 50.99484224927342, 50.99484224927342, 56.84946033566166, 59.45979960984751, 64.90422152457798, 70.31135287824864, 70.31135287824864, 70.87071129414562, 73.70479393469024, 76.46429545311527, 76.46429545311527, 76.78126522212357, 75.86764647615851, 76.35242376993588, 76.35242376993588, 77.41520476014013, 75.84900119562862, 75.66254839032962, 75.66254839032962, 78.70172911670315, 79.59670258213829, 78.42204990875466, 78.42204990875466, 80.82729109711161, 81.90871736784575, 81.85278152625605, 81.85278152625605, 84.3139585562027, 89.1057956523867, 89.1057956523867, 89.60921822669398, 89.1057956523867, 92.35007446458911, 92.35007446458911, 93.97221387069031, 92.40601030617881, 89.19902205503621, 89.53463710457439, 89.53463710457439, 91.36187459650448, 90.37367472841984, 90.37367472841984, 88.75153532231863, 88.95663340814752, 90.01941439835176, 87.89385241794328, 87.89385241794328, 86.55139221979057, 86.83107142773905, 86.90565254985864, 86.90565254985864, 86.43952053661117, 87.24126759939682, 88.82611644443823, 88.82611644443823, 91.97716885399115, 94.41970060340789, 93.82305162645113, 91.62290852392306, 91.62290852392306, 89.96347855676206, 89.04985981079702, 88.39727499225056, 88.39727499225056, 87.33449400204631, 86.77513558614936, 86.58868278085036, 86.58868278085036, 86.17848660919259, 85.45132066852653, 84.09021518984392, 83.69866429871604, 83.69866429871604, 84.3698943977924, 85.91745268177401, 84.98518865527906, 84.3326038367326, 84.3326038367326, 84.59363776415118, 84.50041136150169, 83.53085677394695, 81.98329848996534, 81.98329848996534, 81.81549096519626, 81.47987591565807]",87.3335918110529,1.801755600143224,None
reward-effort-pgACC-TUS,R88533/RE002,B_8,1,2024-07-30_18h02.50.759,2024-07-30 18:03:58,None,None,4,,,1.6367454528808594,1,10,avoid,shifted,reward,None,75,-80,-89,accept,1.3763741999864578,success,0,0,"[1.9018186140496849, 1.864528052989887, 1.7899469308702918, 1.7899469308702918, 1.7899469308702918, 1.8085922114001907, 1.7899469308702918, 1.8458827724599884, 1.8458827724599884, 1.8831733335197862, 1.8831733335197862, 1.9018186140496849, 1.9763997361692807, 2.8900184821343253, 4.810482376713909, 8.707346007462775, 13.40595670099729, 13.40595670099729, 19.763997361692805, 26.662751157755388, 32.946210696331306, 38.446568452651476, 41.48574917902499, 44.04015261162114, 44.04015261162114, 46.184359872559504, 47.60140119283182, 51.815234592588965, 55.525645418038835, 57.371528190498836, 58.900441193950535, 60.988712613299214, 64.54996119450989, 69.78928502341148, 71.72839419852096, 72.92169215243449, 74.20821650899751, 74.20821650899751, 74.65570324171509, 75.64390310979972, 74.78622020542439, 73.87260145945933, 75.81171063456881, 76.24055208675648, 75.42015974344093, 73.70479393469024, 73.70479393469024, 72.6793035055458, 73.72343921522014, 74.87944660807388, 75.08454469390276, 75.77442007350902, 77.8999820539175, 77.8999820539175, 81.38664951300858, 82.22568713685403, 83.04607948016958, 85.8055809985946, 90.72793505848792, 90.72793505848792, 91.56697268233336, 93.35691961320366, 94.00950443175012, 95.81809664315031, 96.19100225374828, 95.59435327679152, 94.00950443175012, 93.59930826009234, 92.21955750087983, 92.87214231942629, 93.52472713797275, 92.85349703889638, 92.85349703889638, 91.84665189028185, 92.36871974511901, 93.05859512472527, 92.14497637876022, 90.9143878637869, 90.59741809477863, 90.67199921689821, 90.65335393636832, 89.59057294616409, 89.01256924973721, 89.04985981079702, 89.04985981079702, 87.6701090515845, 86.62597334191017, 86.45816581714108, 87.24126759939682, 88.19217690642166, 88.19217690642166, 88.97527868867742, 89.1617314939764, 89.88889743464247, 89.1057956523867, 87.39042984363601, 87.81927129582368, 88.88205228602793, 88.88205228602793, 89.3668295798053, 89.4787012629847, 92.18226693982002, 91.75342548763236, 90.26180304524044, 90.01941439835176, 90.01941439835176, 89.12444093291661, 87.5582373684051]",90.10366344370907,2.0634502000175416,None
